college,division,playername,position,height,season
Messiah College,D3,MARSHALL NIXON,MIDDLE BLOCKER,74,2019-2020
Messiah College,D3,MASON MCCULLOUGH,MIDDLE BLOCKER,75,2019-2020
Messiah College,D3,MASON NISSLEY,OUTSIDE HITTER,75,2019-2020
Messiah College,D3,MATT KNAB,SETTER,74,2019-2020
Messiah College,D3,MATT SCHAEFER,OUTSIDE HITTER,74,2019-2020
Messiah College,D3,NATE BOWMAN,MIDDLE BLOCKER,74,2019-2020
Messiah College,D3,NOAH SHREINER,MIDDLE BLOCKER,74,2019-2020
Messiah College,D3,NOAH WILSON,OUTSIDE HITTER,72,2019-2020
Messiah College,D3,SCOTT LARSEN,DEFENSIVE SPECIALIST/LIBERO,72,2019-2020
Messiah College,D3,WILL WEBB,RIGHT SIDE,75,2019-2020
Millikin University,D3,ARTURO SANCHEZ,DEFENSIVE SPECIALIST/LIBERO,69,2019-2020
Millikin University,D3,COLBY CAMPBELL,MIDDLE BLOCKER,74,2019-2020
Millikin University,D3,CRISTOBAL GONZALEZ,OUTSIDE HITTER,72,2019-2020
Millikin University,D3,JOSE GALLARDO,OUTSIDE HITTER/RIGHT SIDE,74,2019-2020
Millikin University,D3,KAMERON CUMMUTA,OUTSIDE HITTER/MIDDLE BLOCKER,75,2019-2020
Millikin University,D3,KYLE CLENDENEN,OUTSIDE HITTER/RIGHT SIDE,75,2019-2020
Millikin University,D3,MATT ROGERS,DEFENSIVE SPECIALIST/LIBERO,69,2019-2020
Millikin University,D3,PETER SAILSMAN,OUTSIDE HITTER/RIGHT SIDE,74,2019-2020
Millikin University,D3,ROBBIE MAIDA,SETTER,72,2019-2020
Millikin University,D3,SHAYDEN ATTAO,OUTSIDE HITTER/LIBERO,71,2019-2020
Millikin University,D3,TEREZZ LEE,SETTER/RIGHT SIDE,72,2019-2020
Millikin University,D3,TREY KING,OUTSIDE HITTER/RIGHT SIDE,71,2019-2020
Millikin University,D3,WILLIE VALENTINE,RIGHT SIDE,71,2019-2020
Milwaukee School of Engineering,D3,ALEX CRETORS,OUTSIDE HITTER,73,2019-2020
Milwaukee School of Engineering,D3,AUSTYN BELLA,RIGHT SIDE,75,2019-2020
Milwaukee School of Engineering,D3,BEN PUNG,OUTSIDE HITTER,76,2019-2020
Milwaukee School of Engineering,D3,DANIEL DRAG,LIBERO,70,2019-2020
Milwaukee School of Engineering,D3,DANNY MARTENS,LIBERO,68,2019-2020
Milwaukee School of Engineering,D3,JACOB BENTZ,SETTER,72,2019-2020
Milwaukee School of Engineering,D3,JACOB SIRNY,MIDDLE BLOCKER,78,2019-2020
Milwaukee School of Engineering,D3,JAKE CHRISTENSEN,OUTSIDE HITTER,75,2019-2020
Milwaukee School of Engineering,D3,JOSH KLEINSCHMIDT,OUTSIDE HITTER,72,2019-2020
Milwaukee School of Engineering,D3,KALVIN FELLOWS,SETTER,75,2019-2020
Milwaukee School of Engineering,D3,LUCAS MILLER,SETTER,74,2019-2020
Milwaukee School of Engineering,D3,LUKE CARPENTER,MIDDLE BLOCKER,76,2019-2020
Milwaukee School of Engineering,D3,MATTHEW BINKUS,MIDDLE BLOCKER,75,2019-2020
Milwaukee School of Engineering,D3,NICK STACHURA,SETTER,73,2019-2020
Milwaukee School of Engineering,D3,SAM HEIMAN,OUTSIDE HITTER,76,2019-2020
Milwaukee School of Engineering,D3,SPENCER MUELLER,MIDDLE BLOCKER,78,2019-2020
Milwaukee School of Engineering,D3,TED SIMPSON,RIGHT SIDE,75,2019-2020
Milwaukee School of Engineering,D3,TYLER CHRISTENSEN,OUTSIDE HITTER,73,2019-2020
Misericordia University,D3,AUSTIN CERVASIO,MIDDLE BLOCKER,76,2019-2020
Misericordia University,D3,BILLY MURPHY,RIGHT SIDE/MIDDLE BLOCKER,75,2019-2020
Misericordia University,D3,BRIAN ROSS,OUTSIDE HITTER,74,2019-2020
Misericordia University,D3,CONNER WESTERFIELD,DEFENSIVE SPECIALIST/LIBERO,69,2019-2020
Misericordia University,D3,CONNOR CUSICK,MIDDLE BLOCKER,75,2019-2020
Misericordia University,D3,DYLAN SELLITTI,SETTER,70,2019-2020
Misericordia University,D3,JOHN NATIELLO,OUTSIDE HITTER/RIGHT SIDE,72,2019-2020
Misericordia University,D3,LEVI ROBERTS,UTILITY,70,2019-2020
Misericordia University,D3,MATT CHURCHILL,DEFENSIVE SPECIALIST/LIBERO,71,2019-2020
Misericordia University,D3,MATT LAVIN,MIDDLE BLOCKER,75,2019-2020
Misericordia University,D3,PAUL SCHIELDS,DEFENSIVE SPECIALIST/LIBERO,70,2019-2020
Misericordia University,D3,RYAN MILLER,OUTSIDE HITTER,72,2019-2020
Misericordia University,D3,TYLER MALLOZZI,RIGHT SIDE,71,2019-2020
MIT,D3,ALBERT LUO,SETTER,75,2019-2020
MIT,D3,BRADLEY ALBRIGHT,OUTSIDE HITTER,73,2019-2020
MIT,D3,BRADY DARBY,MIDDLE BLOCKER,77,2019-2020
MIT,D3,BRETT ALLEN,OUTSIDE HITTER,76,2019-2020
MIT,D3,COLE LINNUS,MIDDLE BLOCKER,77,2019-2020
MIT,D3,DYLAN RYAN,MIDDLE BLOCKER,78,2019-2020
MIT,D3,EVAN PASKO,RIGHT SIDE,78,2019-2020
MIT,D3,JACK YURKANIN,OUTSIDE HITTER,74,2019-2020
MIT,D3,JACOB GASPARICH,MIDDLE BLOCKER,77,2019-2020
MIT,D3,MICHAEL KULINSKI,SETTER,75,2019-2020
MIT,D3,NATHAN WANG,SETTER,76,2019-2020
MIT,D3,NICHOLAS GUSTAFSON,OUTSIDE HITTER,76,2019-2020
MIT,D3,SETH FINE,SETTER,72,2019-2020
MIT,D3,STEVEN SERRANO,LIBERO,71,2019-2020
MIT,D3,THOMAS NELSON,LIBERO,74,2019-2020
MIT,D3,TOMMY OGEKA,OUTSIDE HITTER,75,2019-2020
MIT,D3,TROY OLIVEIRA,OUTSIDE HITTER,77,2019-2020
Mt. St. Joseph University,D3,BRECKIN JOHNSTON,OUTSIDE HITTER/DEFENSIVE SPECIALIST,69,2019-2020
Mt. St. Joseph University,D3,DEREK DEMAISON,SETTER/DEFENSIVE SPECIALIST,71,2019-2020
Mt. St. Joseph University,D3,ELIJAH SCOTT,OUTSIDE HITTER,72,2019-2020
Mt. St. Joseph University,D3,HAYDEN WOOD,RIGHT SIDE,72,2019-2020
Mt. St. Joseph University,D3,JACK SPOHN,MIDDLE BLOCKER,72,2019-2020
Mt. St. Joseph University,D3,JACOB CALLAHAN,LIBERO,71,2019-2020
Mt. St. Joseph University,D3,JASON HASCHER,OUTSIDE HITTER,72,2019-2020
Mt. St. Joseph University,D3,JOSH KABEL,SETTER,72,2019-2020
Mt. St. Joseph University,D3,JOSH LIVES,MIDDLE BLOCKER,72,2019-2020
Mt. St. Joseph University,D3,NATE SCHATZMAN,MIDDLE BLOCKER,72,2019-2020
Mt. St. Joseph University,D3,REY SANCHEZ,SETTER,72,2019-2020
Mt. St. Joseph University,D3,SAM MIDDENDORF,RIGHT SIDE,72,2019-2020
Nazareth College,D3,ALEXANDER CULP,RIGHT SIDE/SETTER,74,2019-2020
Nazareth College,D3,ANTONIO SARGENT,OUTSIDE HITTER,73,2019-2020
Nazareth College,D3,COLIN DONAHUE,RIGHT SIDE/MIDDLE BLOCKER,75,2019-2020
Nazareth College,D3,DAN SHORNEY,LIBERO,71,2019-2020
Nazareth College,D3,JACOB RHEA,RIGHT SIDE/MIDDLE BLOCKER,77,2019-2020
Nazareth College,D3,JASON PROUD,SETTER,72,2019-2020
Nazareth College,D3,JOE CROSBY,MIDDLE BLOCKER,82,2019-2020
Nazareth College,D3,JONATHON JACKSON,OUTSIDE HITTER/SETTER,76,2019-2020
Nazareth College,D3,KALEB LUTON,RIGHT SIDE/MIDDLE BLOCKER,76,2019-2020
Nazareth College,D3,LUIS VAZQUEZ,SETTER/LIBERO,71,2019-2020
Nazareth College,D3,NATE ALLEN,OUTSIDE HITTER,71,2019-2020
Nazareth College,D3,NICK CARDONE,SETTER,74,2019-2020
Nazareth College,D3,SEAN DILLON,RIGHT SIDE/MIDDLE BLOCKER,79,2019-2020
Nazareth College,D3,SETH TERZO,LIBERO,71,2019-2020
Nazareth College,D3,TRENT CAVINESS,OUTSIDE HITTER/SETTER,71,2019-2020
Neuman University,D3,CONNER KOLEK,OUTSIDE HITTER/MIDDLE BLOCKER,73,2019-2020
Neuman University,D3,ERIC VAN HORN,RIGHT SIDE,73,2019-2020
Neuman University,D3,JACK DOUGHERTY,RIGHT SIDE,73,2019-2020
Neuman University,D3,JAKE LOBURAK,OUTSIDE HITTER,72,2019-2020
Neuman University,D3,JOHN HOOPES,RIGHT SIDE/MIDDLE BLOCKER,78,2019-2020
Neuman University,D3,JULES MAIORANO,SETTER,70,2019-2020
Neuman University,D3,KHASH ESHAGHI,MIDDLE BLOCKER,75,2019-2020
Neuman University,D3,KYLE SLINKMAN,DEFENSIVE SPECIALIST/LIBERO,65,2019-2020
Neuman University,D3,NICK SHORTLIDGE,OUTSIDE HITTER/DEFENSIVE SPECIALIST,72,2019-2020
Neuman University,D3,RYAN BOLLINGER,OUTSIDE HITTER/MIDDLE BLOCKER,73,2019-2020
Neuman University,D3,THOMAS MCCONNELL,OUTSIDE HITTER/MIDDLE BLOCKER,74,2019-2020
New Jersey City University,D3,AARON MANTILLA SO,SETTER,69,2019-2020
New Jersey City University,D3,ALEXANDER UMANZOR JR,SETTER,72,2019-2020
New Jersey City University,D3,BRANDON DASILVA FR,MIDDLE BLOCKER,78,2019-2020
New Jersey City University,D3,CHRISTIAN RAMIREZ JR,MIDDLE BLOCKER,73,2019-2020
New Jersey City University,D3,DANIEL ESTEVA FR,LIBERO,70,2019-2020
New Jersey City University,D3,DOMINICK CASTELLANO SO,OUTSIDE HITTER,72,2019-2020
New Jersey City University,D3,IVAN ALBERTI FR,MIDDLE BLOCKER,77,2019-2020
New Jersey City University,D3,JAMES BAJOR FR,OUTSIDE HITTER/RIGHT SIDE,75,2019-2020
New Jersey City University,D3,JEFFRY RODRIGUEZ SO,MIDDLE BLOCKER,78,2019-2020
New Jersey City University,D3,JERLIS VASQUEZ JR,LIBERO,69,2019-2020
New Jersey City University,D3,JJ BERDECIA SR,LIBERO,72,2019-2020
New Jersey City University,D3,JONATHAN ANDREWS JR,OUTSIDE HITTER,75,2019-2020
New Jersey City University,D3,JULIAN MOREIRA SR,RIGHT SIDE/MIDDLE BLOCKER,76,2019-2020
New Jersey City University,D3,LEO FERRARI SO,OUTSIDE HITTER/SETTER,73,2019-2020
New Jersey City University,D3,MARTIN CHROMULAK FR,RIGHT SIDE/MIDDLE BLOCKER,79,2019-2020
New Jersey City University,D3,MATHEUS GUSMAO FR,OUTSIDE HITTER,74,2019-2020
New Jersey City University,D3,NICOLAS FIGUEROA FR,OUTSIDE HITTER,73,2019-2020
New Jersey City University,D3,RAYMUNDO HERNANDEZ SO,LIBERO,68,2019-2020
New Jersey City University,D3,RICHARD VALENTIN FR,LIBERO,69,2019-2020
New Jersey Institute of Technology,D1,AJ JONES,OUTSIDE HITTER,76,2019-2020
New Jersey Institute of Technology,D1,ALVARO GIMENO,OUTSIDE HITTER,81,2019-2020
New Jersey Institute of Technology,D1,CARSON WILLIAMS,MIDDLE BLOCKER,78,2019-2020
New Jersey Institute of Technology,D1,CHRISTOPHER COSTANTINO,OUTSIDE HITTER,75,2019-2020
New Jersey Institute of Technology,D1,DEREK EVANS,RIGHT SIDE/MIDDLE BLOCKER,78,2019-2020
New Jersey Institute of Technology,D1,JENS FELDTHUS,OUTSIDE HITTER,75,2019-2020
New Jersey Institute of Technology,D1,JOE KENNEDY,LIBERO,72,2019-2020
New Jersey Institute of Technology,D1,JULIAN MEISSNER,RIGHT SIDE,79,2019-2020
New Jersey Institute of Technology,D1,LOGAN HEFT,OUTSIDE HITTER/RIGHT SIDE,77,2019-2020
New Jersey Institute of Technology,D1,LUCA BERGER,MIDDLE BLOCKER,82,2019-2020
New Jersey Institute of Technology,D1,MARCUS JACKSON,OUTSIDE HITTER,69,2019-2020
New Jersey Institute of Technology,D1,MARTIN DE CHAVARRIA,MIDDLE BLOCKER,79,2019-2020
New Jersey Institute of Technology,D1,MASON MATOS,SETTER,73,2019-2020
New Jersey Institute of Technology,D1,PARKER LUI,LIBERO,69,2019-2020
New Jersey Institute of Technology,D1,PIOTR NAMIOTKO,RIGHT SIDE,77,2019-2020
New Jersey Institute of Technology,D1,REX CUSENBARY,MIDDLE BLOCKER,79,2019-2020
New Jersey Institute of Technology,D1,ROQUE NIDO,SETTER,76,2019-2020
New Jersey Institute of Technology,D1,WILL ANDREWS,OUTSIDE HITTER,72,2019-2020
New Jersey Institute of Technology,D1,ZACHARY HRESKO,RIGHT SIDE,74,2019-2020
Nichols College,D3,ANDRE FOSTER,MIDDLE BLOCKER,74,2019-2020
Nichols College,D3,COLLIN HUNTER,OUTSIDE HITTER,74,2019-2020
Nichols College,D3,ETHAN POWERS,MIDDLE BLOCKER,75,2019-2020
Nichols College,D3,JAKE HARASYKO,OUTSIDE HITTER,72,2019-2020
Nichols College,D3,KEVIN KEOHANE,SETTER,73,2019-2020
Nichols College,D3,LANCE LAW,RIGHT SIDE,72,2019-2020
Nichols College,D3,LOUIS EGBUNA,OUTSIDE HITTER,74,2019-2020
Nichols College,D3,MATTHEW ZAWISTOWSKI,LIBERO,67,2019-2020
Nichols College,D3,NICHOLAS BASCO,SETTER/LIBERO,71,2019-2020
Nichols College,D3,NICK GRAICHEN,RIGHT SIDE/LIBERO,74,2019-2020
Nichols College,D3,NICK VERMETTE,RIGHT SIDE,71,2019-2020
Nichols College,D3,OSCAR CHAVEZ,LIBERO,66,2019-2020
Nichols College,D3,RAY WANG,OUTSIDE HITTER,76,2019-2020
Nichols College,D3,SAMMY SAINTILUS,MIDDLE BLOCKER,77,2019-2020
Nichols College,D3,SEAN JACKSON,MIDDLE BLOCKER,73,2019-2020
North Central College,D3,BEN PLUSKOTA,OUTSIDE HITTER,71,2019-2020
North Central College,D3,BEN STACY,MIDDLE BLOCKER,73,2019-2020
North Central College,D3,BEN WILLIAMS,OUTSIDE HITTER,76,2019-2020
North Central College,D3,CASEY HILLER,MIDDLE BLOCKER,78,2019-2020
North Central College,D3,JAKE MILLER,RIGHT SIDE,75,2019-2020
North Central College,D3,JARED MOSER,OUTSIDE HITTER,76,2019-2020
North Central College,D3,JASON ESLINGER,RIGHT SIDE,74,2019-2020
North Central College,D3,JEREMY CARDENAS,MIDDLE BLOCKER,81,2019-2020
North Central College,D3,JUSTIN CURTIS,MIDDLE BLOCKER,77,2019-2020
North Central College,D3,KEVIN BRACEROS,OUTSIDE HITTER,72,2019-2020
North Central College,D3,LUCAS BONI,RIGHT SIDE,74,2019-2020
North Central College,D3,MATT NEALON,SETTER,73,2019-2020
North Central College,D3,MICHAEL TRUNZO,SETTER,72,2019-2020
North Central College,D3,PARKER NELSON,LIBERO,73,2019-2020
North Central College,D3,RYAN SZERBINSKI,LIBERO,72,2019-2020
North Central College,D3,SAMUEL KHARASCH,LIBERO,67,2019-2020
North Park University,D3,ARMANDO QUINONES,OUTSIDE HITTER/RIGHT SIDE,NULL,2019-2020
North Park University,D3,COLIN WONG,DEFENSIVE SPECIALIST/LIBERO,67,2019-2020
North Park University,D3,FRANK MAUIGOA,RIGHT SIDE,73,2019-2020
North Park University,D3,JOHNNY EULER,RIGHT SIDE/SETTER,NULL,2019-2020
North Park University,D3,MATT SZUBA,MIDDLE BLOCKER,78,2019-2020
North Park University,D3,MOISES ZAVALA,SETTER,67,2019-2020
North Park University,D3,NOAH SALAZAR,OUTSIDE HITTER/DEFENSIVE SPECIALIST,NULL,2019-2020
North Park University,D3,NOAH WHITNEY,RIGHT SIDE/MIDDLE BLOCKER,NULL,2019-2020
North Park University,D3,PHILLIP DUROS,MIDDLE BLOCKER,74,2019-2020
Northern Vermont University,D3,AUSTIN RUSSIN,DEFENSIVE SPECIALIST,68,2019-2020
Northern Vermont University,D3,COLE NELSON,UTILITY,69,2019-2020
Northern Vermont University,D3,DOMINIC PHELPS,OUTSIDE HITTER/DEFENSIVE SPECIALIST,73,2019-2020
Northern Vermont University,D3,GARRISON FRENCH,OUTSIDE HITTER,69,2019-2020
Northern Vermont University,D3,JARRETT FREEMAN,DEFENSIVE SPECIALIST,69,2019-2020
Northern Vermont University,D3,JASON MADRID,SETTER,70,2019-2020
Northern Vermont University,D3,JESSE STREETER,RIGHT SIDE/MIDDLE BLOCKER,77,2019-2020
Northern Vermont University,D3,MICHAEL WESTON,RIGHT SIDE/MIDDLE BLOCKER,75,2019-2020
Northern Vermont University,D3,PATRICK HOLMES,UTILITY,73,2019-2020
Northern Vermont University,D3,PETER HOLMES,UTILITY,73,2019-2020
Northern Vermont University,D3,RANDY WILLETTE,MIDDLE BLOCKER/DEFENSIVE SPECIALIST,73,2019-2020
Northern Vermont University,D3,RYAN WILLETTE,OUTSIDE HITTER,73,2019-2020
Northern Vermont University,D3,SHELDON BILLINGS,OUTSIDE HITTER,70,2019-2020
Northern Vermont University,D3,WYATT MOBERG,SETTER/LIBERO,72,2019-2020
NYU,D3,ALEX LI SR,OUTSIDE HITTER,78,2019-2020
NYU,D3,ANDRES RACHID FR,SETTER,71,2019-2020
NYU,D3,C EVAN LINDLEY SR,RIGHT SIDE,77,2019-2020
NYU,D3,C NEIL FERRARO SR,RIGHT SIDE/MIDDLE BLOCKER,79,2019-2020
NYU,D3,COLE WELCH FR,MIDDLE BLOCKER,77,2019-2020
NYU,D3,CONNOR KEOWEN SR,LIBERO,68,2019-2020
NYU,D3,DAVID HO SR,LIBERO,68,2019-2020
NYU,D3,ELIJAH FICHTEL SO,MIDDLE BLOCKER,77,2019-2020
NYU,D3,GAUTHAM DASARI FR,OUTSIDE HITTER,77,2019-2020
NYU,D3,JAMES HAAG SO,OUTSIDE HITTER,76,2019-2020
NYU,D3,JOHN AREGE SR,OUTSIDE HITTER/RIGHT SIDE,75,2019-2020
NYU,D3,JUSTIN JIN SO,OUTSIDE HITTER/LIBERO,74,2019-2020
NYU,D3,KYLE RASMUSSEN FR,OUTSIDE HITTER,76,2019-2020
NYU,D3,MATIN BIKDELI SR,SETTER,74,2019-2020
NYU,D3,MATTHEW NOEL SO,OUTSIDE HITTER/MIDDLE BLOCKER,75,2019-2020
NYU,D3,RACE AGCAOILI SO,LIBERO,67,2019-2020
NYU,D3,ROBBIE ALLEN FR,MIDDLE BLOCKER,77,2019-2020
NYU,D3,RYAN LI FR,SETTER,75,2019-2020
NYU,D3,RYAN WHEALEN SO,SETTER,77,2019-2020
NYU,D3,TREY WHITE FR,SETTER/LIBERO,74,2019-2020
NYU,D3,TYLER FLOOD SO,MIDDLE BLOCKER,79,2019-2020
Olivet College,D3,AARON GIORGI SR,SETTER,72,2019-2020
Olivet College,D3,AARON SMITH FR,OUTSIDE HITTER,75,2019-2020
Olivet College,D3,BROCK PRINGLE SR,RIGHT SIDE,74,2019-2020
Olivet College,D3,DAKOTA GALEAZZI FR,MIDDLE BLOCKER,72,2019-2020
Olivet College,D3,DAN HAYES JR,OUTSIDE HITTER,76,2019-2020
Olivet College,D3,DEIVAN PRINCE SR,OUTSIDE HITTER,72,2019-2020
Olivet College,D3,DUSTIN STUECK FR,DEFENSIVE SPECIALIST/LIBERO,70,2019-2020
Olivet College,D3,JACOB KELLY SO,SETTER,70,2019-2020
Olivet College,D3,ZACH PRINGLE SR,OUTSIDE HITTER/MIDDLE BLOCKER,74,2019-2020
Penn State University,D1,ANDREW WATTS,MIDDLE BLOCKER,79,2019-2020
Penn State University,D1,BOBBY WILDEN,OUTSIDE HITTER,80,2019-2020
Penn State University,D1,BRETT WILDMAN,OUTSIDE HITTER,77,2019-2020
Penn State University,D1,CAL FISHER,OUTSIDE HITTER/RIGHT SIDE,75,2019-2020
Penn State University,D1,CALVIN MENDE,RIGHT SIDE,83,2019-2020
Penn State University,D1,CANYON TUMAN,MIDDLE BLOCKER,78,2019-2020
Penn State University,D1,COLE BOGNER,SETTER,75,2019-2020
Penn State University,D1,DECLAN PIERCE,LIBERO,70,2019-2020
Penn State University,D1,GABE HARTKE,OUTSIDE HITTER,76,2019-2020
Penn State University,D1,HENRIK FALCK LAUTEN,OUTSIDE HITTER,77,2019-2020
Penn State University,D1,JACK DRISCOLL,RIGHT SIDE/SETTER,76,2019-2020
Penn State University,D1,JACK SHAMPINE,OUTSIDE HITTER,77,2019-2020
Penn State University,D1,JASON DONOROVICH,MIDDLE BLOCKER,81,2019-2020
Penn State University,D1,JOHN KERR,OUTSIDE HITTER,78,2019-2020
Penn State University,D1,KYLE MACKIEWICZ,RIGHT SIDE,80,2019-2020
Penn State University,D1,LUKE BRASWELL,SETTER,76,2019-2020
Penn State University,D1,NATHAN SMITH,SETTER,77,2019-2020
Penn State University,D1,SAM MARSH,MIDDLE BLOCKER,78,2019-2020
Penn State University,D1,TIM HERGET,OUTSIDE HITTER,74,2019-2020
Penn State University,D1,WILL BANTLE,LIBERO,77,2019-2020
Penn State University Atloona,D3,ABEL GEBRE,OUTSIDE HITTER,74,2019-2020
Penn State University Atloona,D3,ALISTAIR LAWSON,DEFENSIVE SPECIALIST/LIBERO,74,2019-2020
Penn State University Atloona,D3,BEN BEAVER,OUTSIDE HITTER/SETTER,75,2019-2020
Penn State University Atloona,D3,DANIEL JORDAN,MIDDLE BLOCKER,76,2019-2020
Penn State University Atloona,D3,ERIC CASSADAY,DEFENSIVE SPECIALIST/LIBERO,68,2019-2020
Penn State University Atloona,D3,FRANK PEREHINEC,OUTSIDE HITTER,77,2019-2020
Penn State University Atloona,D3,JON RAMSEY,OUTSIDE HITTER,76,2019-2020
Penn State University Atloona,D3,MATTHEW FAUST,SETTER,72,2019-2020
Penn State University Atloona,D3,MATTHEW VANDEVEIRE,SETTER/DEFENSIVE SPECIALIST,71,2019-2020
Penn State University Atloona,D3,MICAH BRINKER,DEFENSIVE SPECIALIST/LIBERO,70,2019-2020
Penn State University Atloona,D3,MIRKO PANDINI,MIDDLE BLOCKER,77,2019-2020
Penn State University Atloona,D3,NATHANIEL REINERT,OUTSIDE HITTER,74,2019-2020
Penn State University Atloona,D3,NIKOLAS FERRARO,MIDDLE BLOCKER,78,2019-2020
Penn State University Atloona,D3,TANNER YAW,OUTSIDE HITTER,71,2019-2020
Penn State University Atloona,D3,TYLER SHEAFFER,SETTER,75,2019-2020
Penn State University Behrend,D3,ADRIAN MARTINEZ,DEFENSIVE SPECIALIST,67,2019-2020
Penn State University Behrend,D3,CODY GEIS,MIDDLE BLOCKER,80,2019-2020
Penn State University Behrend,D3,CODY SCHNUR,MIDDLE BLOCKER,76,2019-2020
Penn State University Behrend,D3,COLIN DEDERT,OUTSIDE HITTER,74,2019-2020
Penn State University Behrend,D3,DIEGO ORTIZ,SETTER,71,2019-2020
Penn State University Behrend,D3,DILLON HILDEBRAND,OUTSIDE HITTER,72,2019-2020
Penn State University Behrend,D3,DYLAN BUZALKA,MIDDLE BLOCKER,76,2019-2020
Penn State University Behrend,D3,IAN SPANGLER,MIDDLE BLOCKER,78,2019-2020
Penn State University Behrend,D3,JAKE ALBERT,SETTER,72,2019-2020
Penn State University Behrend,D3,JOHN CAGEAO,OUTSIDE HITTER,74,2019-2020
Penn State University Behrend,D3,JOSH MATHEWS,DEFENSIVE SPECIALIST,70,2019-2020
Penn State University Behrend,D3,JP GOODSEL,OUTSIDE HITTER,75,2019-2020
Penn State University Behrend,D3,MARCELLO FROLLO,DEFENSIVE SPECIALIST,67,2019-2020
Pepperdine University,D1,AKIN AKINWUMI,OUTSIDE HITTER,77,2019-2020
Pepperdine University,D1,ALEX GETTINGER,OUTSIDE HITTER,76,2019-2020
Pepperdine University,D1,AUDEN MCCAW,MIDDLE BLOCKER,78,2019-2020
Pepperdine University,D1,AUSTIN WILMOT,MIDDLE BLOCKER,82,2019-2020
Pepperdine University,D1,BEN HANCOCK,SETTER,75,2019-2020
Pepperdine University,D1,BEN WEINBERG,OUTSIDE HITTER,76,2019-2020
Pepperdine University,D1,DIEGO PEREZ,LIBERO,72,2019-2020
Pepperdine University,D1,DIEGO ROSAL,OUTSIDE HITTER,76,2019-2020
Pepperdine University,D1,JACOB STEELE,RIGHT SIDE,80,2019-2020
Pepperdine University,D1,JOE KARLOUS,SETTER,72,2019-2020
Pepperdine University,D1,JON MINSBERG,SETTER,73,2019-2020
Pepperdine University,D1,JT ARDELL,MIDDLE BLOCKER,81,2019-2020
Pepperdine University,D1,JT MARTIN,MIDDLE BLOCKER,78,2019-2020
Pepperdine University,D1,MASON TYLER,MIDDLE BLOCKER/RIGHT SIDE,78,2019-2020
Pepperdine University,D1,MIKE SCOTT,MIDDLE BLOCKER,78,2019-2020
Pepperdine University,D1,NOAH DYER,OUTSIDE HITTER,77,2019-2020
Pepperdine University,D1,ROB MULLAHEY,SETTER,76,2019-2020
Pepperdine University,D1,SCOTT SOLAN,RIGHT SIDE,80,2019-2020
Pepperdine University,D1,SHANE ATKINS,OUTSIDE HITTER,78,2019-2020
Pepperdine University,D1,SPENCER WICKENS,LIBERO,71,2019-2020
Pepperdine University,D1,ZAC NORVID,LIBERO,72,2019-2020
Pratt Institute,D3,ACE BIBBS,MIDDLE BLOCKER,76,2019-2020
Pratt Institute,D3,AKUL KASLIWAL,RIGHT SIDE,72,2019-2020
Pratt Institute,D3,ARTHUR PALACIZANI,OUTSIDE HITTER/MIDDLE BLOCKER,78,2019-2020
Pratt Institute,D3,CARTER BOLIEK,SETTER,73,2019-2020
Pratt Institute,D3,CHRISTIAN HARDING,OUTSIDE HITTER,73,2019-2020
Pratt Institute,D3,DANIEL HSU,DEFENSIVE SPECIALIST/LIBERO,72,2019-2020
Pratt Institute,D3,DEVIN DZIERBA,OUTSIDE HITTER,74,2019-2020
Pratt Institute,D3,GRIFFIN LEVINE,OUTSIDE HITTER/SETTER,70,2019-2020
Pratt Institute,D3,JULIAN STOLL,MIDDLE BLOCKER,78,2019-2020
Pratt Institute,D3,KIEFER JOHNSON,OUTSIDE HITTER,73,2019-2020
Pratt Institute,D3,NICOLAS MONTESGONZALEZ,DEFENSIVE SPECIALIST,71,2019-2020
Princeton University,D1,CHEN ANDY,LIBERO,71,2019-2020
Princeton University,D1,DELINGAT ATTILA,MIDDLE BLOCKER,81,2019-2020
Princeton University,D1,DIXON PARKER,OUTSIDE HITTER,78,2019-2020
Princeton University,D1,FERNANDEZ RODRIGO,MIDDLE BLOCKER,78,2019-2020
Princeton University,D1,GJAJA NIKO,SETTER,75,2019-2020
Princeton University,D1,HARTLEY JAMES,OUTSIDE HITTER/RIGHT SIDE,78,2019-2020
Princeton University,D1,HUHMANN GEORGE,RIGHT SIDE/MIDDLE BLOCKER,83,2019-2020
Princeton University,D1,HUNT JESS,OUTSIDE HITTER,77,2019-2020
Princeton University,D1,KEEGAN CADE,LIBERO,68,2019-2020
Princeton University,D1,KELLY JOE,SETTER,74,2019-2020
Princeton University,D1,LUCK GREG,OUTSIDE HITTER,77,2019-2020
Princeton University,D1,MRKALJ ALEXANDER,OUTSIDE HITTER,77,2019-2020
Princeton University,D1,NELSEN JEROD,OUTSIDE HITTER,79,2019-2020
Princeton University,D1,POSIVAK NICO,LIBERO,71,2019-2020
Princeton University,D1,SUN DANNY,SETTER,72,2019-2020
Princeton University,D1,THOMPSON NATE,OUTSIDE HITTER,79,2019-2020
Princeton University,D1,WEDBUSH BRADY,OUTSIDE HITTER/RIGHT SIDE,79,2019-2020
Purchase College,D3,N  ANDRES VASQUEZ JR,OUTSIDE HITTER/DEFENSIVE SPECIALIST,70,2019-2020
Purchase College,D3,N  CHRIS POSILLICO SO,OUTSIDE HITTER/DEFENSIVE SPECIALIST,72,2019-2020
